previous_state,count,sex,age_group,education,marital_status,previous_state_code,previous_fips
New Mexico,261,Female,35-44,High School Grad,Divorced/Separated,NM,35
New Mexico,0,Female,35-44,High School Grad,Widowed,NM,35
New Mexico,138,Female,35-44,Some College,Never Married,NM,35
New Mexico,636,Female,35-44,Some College,Married,NM,35
New Mexico,0,Female,35-44,Some College,Divorced/Separated,NM,35
New Mexico,0,Female,35-44,Some College,Widowed,NM,35
New Mexico,76,Female,35-44,Bachelor's Degree,Never Married,NM,35
New Mexico,1223,Female,35-44,Bachelor's Degree,Married,NM,35
New Mexico,0,Female,35-44,Bachelor's Degree,Divorced/Separated,NM,35
New Mexico,0,Female,35-44,Bachelor's Degree,Widowed,NM,35
New Mexico,192,Female,35-44,Graduate Degree,Never Married,NM,35
New Mexico,436,Female,35-44,Graduate Degree,Married,NM,35
New Mexico,96,Female,35-44,Graduate Degree,Divorced/Separated,NM,35
New Mexico,0,Female,35-44,Graduate Degree,Widowed,NM,35
New Mexico,0,Female,45-54,Less than High School,Never Married,NM,35
New Mexico,0,Female,45-54,Less than High School,Married,NM,35
New Mexico,89,Female,45-54,Less than High School,Divorced/Separated,NM,35
New Mexico,0,Female,45-54,Less than High School,Widowed,NM,35
New Mexico,0,Female,45-54,High School Grad,Never Married,NM,35
New Mexico,379,Female,45-54,High School Grad,Married,NM,35
New Mexico,263,Female,45-54,High School Grad,Divorced/Separated,NM,35
New Mexico,0,Female,45-54,High School Grad,Widowed,NM,35
New Mexico,0,Female,45-54,Some College,Never Married,NM,35
New Mexico,415,Female,45-54,Some College,Married,NM,35
New Mexico,131,Female,45-54,Some College,Divorced/Separated,NM,35
New Mexico,0,Female,45-54,Some College,Widowed,NM,35
New Mexico,78,Female,45-54,Bachelor's Degree,Never Married,NM,35
New Mexico,769,Female,45-54,Bachelor's Degree,Married,NM,35
New Mexico,536,Female,45-54,Bachelor's Degree,Divorced/Separated,NM,35
New Mexico,0,Female,45-54,Bachelor's Degree,Widowed,NM,35
New Mexico,0,Female,45-54,Graduate Degree,Never Married,NM,35
New Mexico,544,Female,45-54,Graduate Degree,Married,NM,35
New Mexico,0,Female,45-54,Graduate Degree,Divorced/Separated,NM,35
New Mexico,0,Female,45-54,Graduate Degree,Widowed,NM,35
New Mexico,0,Female,55-64,Less than High School,Never Married,NM,35
New Mexico,95,Female,55-64,Less than High School,Married,NM,35
New Mexico,58,Female,55-64,Less than High School,Divorced/Separated,NM,35
New Mexico,0,Female,55-64,Less than High School,Widowed,NM,35
New Mexico,0,Female,55-64,High School Grad,Never Married,NM,35
New Mexico,128,Female,55-64,High School Grad,Married,NM,35
New Mexico,45,Female,55-64,High School Grad,Divorced/Separated,NM,35
New Mexico,0,Female,55-64,High School Grad,Widowed,NM,35
New Mexico,0,Female,55-64,Some College,Never Married,NM,35
New Mexico,183,Female,55-64,Some College,Married,NM,35
New Mexico,173,Female,55-64,Some College,Divorced/Separated,NM,35
New Mexico,208,Female,55-64,Some College,Widowed,NM,35
New Mexico,0,Female,55-64,Bachelor's Degree,Never Married,NM,35
New Mexico,0,Female,55-64,Bachelor's Degree,Married,NM,35
New Mexico,53,Female,55-64,Bachelor's Degree,Divorced/Separated,NM,35
New Mexico,0,Female,55-64,Bachelor's Degree,Widowed,NM,35
New Mexico,57,Female,55-64,Graduate Degree,Never Married,NM,35
New Mexico,20,Female,55-64,Graduate Degree,Married,NM,35
New Mexico,0,Female,55-64,Graduate Degree,Divorced/Separated,NM,35
New Mexico,52,Female,55-64,Graduate Degree,Widowed,NM,35
New Mexico,0,Female,65+,Less than High School,Never Married,NM,35
New Mexico,0,Female,65+,Less than High School,Married,NM,35
New Mexico,0,Female,65+,Less than High School,Divorced/Separated,NM,35
New Mexico,174,Female,65+,Less than High School,Widowed,NM,35
New Mexico,0,Female,65+,High School Grad,Never Married,NM,35
New Mexico,133,Female,65+,High School Grad,Married,NM,35
New Mexico,39,Female,65+,High School Grad,Divorced/Separated,NM,35
New Mexico,173,Female,65+,High School Grad,Widowed,NM,35
New Mexico,0,Female,65+,Some College,Never Married,NM,35
New Mexico,1041,Female,65+,Some College,Married,NM,35
New Mexico,138,Female,65+,Some College,Divorced/Separated,NM,35
New Mexico,157,Female,65+,Some College,Widowed,NM,35
New Mexico,0,Female,65+,Bachelor's Degree,Never Married,NM,35
New Mexico,240,Female,65+,Bachelor's Degree,Married,NM,35
New Mexico,95,Female,65+,Bachelor's Degree,Divorced/Separated,NM,35
New Mexico,102,Female,65+,Bachelor's Degree,Widowed,NM,35
New Mexico,0,Female,65+,Graduate Degree,Never Married,NM,35
New Mexico,346,Female,65+,Graduate Degree,Married,NM,35
New Mexico,62,Female,65+,Graduate Degree,Divorced/Separated,NM,35
New Mexico,202,Female,65+,Graduate Degree,Widowed,NM,35
New Mexico,6753,Male,0-17,Less than High School,Never Married,NM,35
New Mexico,0,Male,0-17,Less than High School,Married,NM,35
New Mexico,0,Male,0-17,Less than High School,Divorced/Separated,NM,35
New Mexico,0,Male,0-17,Less than High School,Widowed,NM,35
New Mexico,0,Male,0-17,High School Grad,Never Married,NM,35
New Mexico,0,Male,0-17,High School Grad,Married,NM,35
New Mexico,0,Male,0-17,High School Grad,Divorced/Separated,NM,35
New Mexico,0,Male,0-17,High School Grad,Widowed,NM,35
New Mexico,150,Male,0-17,Some College,Never Married,NM,35
New Mexico,0,Male,0-17,Some College,Married,NM,35
New Mexico,0,Male,0-17,Some College,Divorced/Separated,NM,35
New Mexico,0,Male,0-17,Some College,Widowed,NM,35
New Mexico,0,Male,0-17,Bachelor's Degree,Never Married,NM,35
New Mexico,0,Male,0-17,Bachelor's Degree,Married,NM,35
New Mexico,0,Male,0-17,Bachelor's Degree,Divorced/Separated,NM,35
New Mexico,0,Male,0-17,Bachelor's Degree,Widowed,NM,35
New Mexico,0,Male,0-17,Graduate Degree,Never Married,NM,35
New Mexico,0,Male,0-17,Graduate Degree,Married,NM,35
New Mexico,0,Male,0-17,Graduate Degree,Divorced/Separated,NM,35
New Mexico,0,Male,0-17,Graduate Degree,Widowed,NM,35
New Mexico,525,Male,18-24,Less than High School,Never Married,NM,35
New Mexico,0,Male,18-24,Less than High School,Married,NM,35
New Mexico,87,Male,18-24,Less than High School,Divorced/Separated,NM,35
New Mexico,0,Male,18-24,Less than High School,Widowed,NM,35
New Mexico,1225,Male,18-24,High School Grad,Never Married,NM,35
New Mexico,614,Male,18-24,High School Grad,Married,NM,35
New Mexico,0,Male,18-24,High School Grad,Divorced/Separated,NM,35
New Mexico,0,Male,18-24,High School Grad,Widowed,NM,35
New Mexico,3246,Male,18-24,Some College,Never Married,NM,35
New Mexico,0,Male,18-24,Some College,Married,NM,35
New Mexico,92,Male,18-24,Some College,Divorced/Separated,NM,35
New Mexico,0,Male,18-24,Some College,Widowed,NM,35
New Mexico,618,Male,18-24,Bachelor's Degree,Never Married,NM,35
New Mexico,0,Male,18-24,Bachelor's Degree,Married,NM,35
New Mexico,0,Male,18-24,Bachelor's Degree,Divorced/Separated,NM,35
New Mexico,0,Male,18-24,Bachelor's Degree,Widowed,NM,35
New Mexico,314,Male,18-24,Graduate Degree,Never Married,NM,35
New Mexico,0,Male,18-24,Graduate Degree,Married,NM,35
New Mexico,0,Male,18-24,Graduate Degree,Divorced/Separated,NM,35
New Mexico,0,Male,18-24,Graduate Degree,Widowed,NM,35
New Mexico,852,Male,25-34,Less than High School,Never Married,NM,35
New Mexico,0,Male,25-34,Less than High School,Married,NM,35
New Mexico,126,Male,25-34,Less than High School,Divorced/Separated,NM,35
New Mexico,0,Male,25-34,Less than High School,Widowed,NM,35
New Mexico,943,Male,25-34,High School Grad,Never Married,NM,35
New Mexico,591,Male,25-34,High School Grad,Married,NM,35
New Mexico,38,Male,25-34,High School Grad,Divorced/Separated,NM,35
New Mexico,0,Male,25-34,High School Grad,Widowed,NM,35
New Mexico,1299,Male,25-34,Some College,Never Married,NM,35
New Mexico,1586,Male,25-34,Some College,Married,NM,35
New Mexico,39,Male,25-34,Some College,Divorced/Separated,NM,35
New Mexico,0,Male,25-34,Some College,Widowed,NM,35
New Mexico,1643,Male,25-34,Bachelor's Degree,Never Married,NM,35
New Mexico,719,Male,25-34,Bachelor's Degree,Married,NM,35
New Mexico,52,Male,25-34,Bachelor's Degree,Divorced/Separated,NM,35
New Mexico,0,Male,25-34,Bachelor's Degree,Widowed,NM,35
New Mexico,655,Male,25-34,Graduate Degree,Never Married,NM,35
New Mexico,737,Male,25-34,Graduate Degree,Married,NM,35
New Mexico,0,Male,25-34,Graduate Degree,Divorced/Separated,NM,35
New Mexico,0,Male,25-34,Graduate Degree,Widowed,NM,35
New Mexico,90,Male,35-44,Less than High School,Never Married,NM,35
New Mexico,150,Male,35-44,Less than High School,Married,NM,35
New Mexico,0,Male,35-44,Less than High School,Divorced/Separated,NM,35
New Mexico,0,Male,35-44,Less than High School,Widowed,NM,35
New Mexico,489,Male,35-44,High School Grad,Never Married,NM,35
New Mexico,97,Male,35-44,High School Grad,Married,NM,35
New Mexico,0,Male,35-44,High School Grad,Divorced/Separated,NM,35
New Mexico,0,Male,35-44,High School Grad,Widowed,NM,35
New Mexico,93,Male,35-44,Some College,Never Married,NM,35
New Mexico,1311,Male,35-44,Some College,Married,NM,35
New Mexico,439,Male,35-44,Some College,Divorced/Separated,NM,35
New Mexico,0,Male,35-44,Some College,Widowed,NM,35
New Mexico,30,Male,35-44,Bachelor's Degree,Never Married,NM,35
New Mexico,491,Male,35-44,Bachelor's Degree,Married,NM,35
New Mexico,0,Male,35-44,Bachelor's Degree,Divorced/Separated,NM,35
New Mexico,0,Male,35-44,Bachelor's Degree,Widowed,NM,35
New Mexico,334,Male,35-44,Graduate Degree,Never Married,NM,35
New Mexico,558,Male,35-44,Graduate Degree,Married,NM,35
New Mexico,0,Male,35-44,Graduate Degree,Divorced/Separated,NM,35
New Mexico,0,Male,35-44,Graduate Degree,Widowed,NM,35
New Mexico,0,Male,45-54,Less than High School,Never Married,NM,35
New Mexico,57,Male,45-54,Less than High School,Married,NM,35
New Mexico,91,Male,45-54,Less than High School,Divorced/Separated,NM,35
New Mexico,0,Male,45-54,Less than High School,Widowed,NM,35
New Mexico,276,Male,45-54,High School Grad,Never Married,NM,35
New Mexico,94,Male,45-54,High School Grad,Married,NM,35
New Mexico,150,Male,45-54,High School Grad,Divorced/Separated,NM,35
New Mexico,0,Male,45-54,High School Grad,Widowed,NM,35
New Mexico,344,Male,45-54,Some College,Never Married,NM,35
New Mexico,300,Male,45-54,Some College,Married,NM,35
New Mexico,968,Male,45-54,Some College,Divorced/Separated,NM,35
New Mexico,0,Male,45-54,Some College,Widowed,NM,35
New Mexico,43,Male,45-54,Bachelor's Degree,Never Married,NM,35
New Mexico,606,Male,45-54,Bachelor's Degree,Married,NM,35
New Mexico,263,Male,45-54,Bachelor's Degree,Divorced/Separated,NM,35
New Mexico,0,Male,45-54,Bachelor's Degree,Widowed,NM,35
New Mexico,106,Male,45-54,Graduate Degree,Never Married,NM,35
New Mexico,658,Male,45-54,Graduate Degree,Married,NM,35
New Mexico,43,Male,45-54,Graduate Degree,Divorced/Separated,NM,35
New Mexico,0,Male,45-54,Graduate Degree,Widowed,NM,35
New Mexico,0,Male,55-64,Less than High School,Never Married,NM,35
New Mexico,0,Male,55-64,Less than High School,Married,NM,35
New Mexico,0,Male,55-64,Less than High School,Divorced/Separated,NM,35
New Mexico,0,Male,55-64,Less than High School,Widowed,NM,35
New Mexico,0,Male,55-64,High School Grad,Never Married,NM,35
New Mexico,142,Male,55-64,High School Grad,Married,NM,35
New Mexico,187,Male,55-64,High School Grad,Divorced/Separated,NM,35
New Mexico,0,Male,55-64,High School Grad,Widowed,NM,35
New Mexico,9,Male,55-64,Some College,Never Married,NM,35
New Mexico,272,Male,55-64,Some College,Married,NM,35
New Mexico,89,Male,55-64,Some College,Divorced/Separated,NM,35
New Mexico,0,Male,55-64,Some College,Widowed,NM,35
New Mexico,0,Male,55-64,Bachelor's Degree,Never Married,NM,35
New Mexico,220,Male,55-64,Bachelor's Degree,Married,NM,35
New Mexico,96,Male,55-64,Bachelor's Degree,Divorced/Separated,NM,35
New Mexico,0,Male,55-64,Bachelor's Degree,Widowed,NM,35
New Mexico,229,Male,55-64,Graduate Degree,Never Married,NM,35
New Mexico,163,Male,55-64,Graduate Degree,Married,NM,35
New Mexico,0,Male,55-64,Graduate Degree,Divorced/Separated,NM,35
New Mexico,0,Male,55-64,Graduate Degree,Widowed,NM,35
New Mexico,62,Male,65+,Less than High School,Never Married,NM,35
New Mexico,350,Male,65+,Less than High School,Married,NM,35
New Mexico,99,Male,65+,Less than High School,Divorced/Separated,NM,35
New Mexico,0,Male,65+,Less than High School,Widowed,NM,35
New Mexico,346,Male,65+,High School Grad,Never Married,NM,35
New Mexico,335,Male,65+,High School Grad,Married,NM,35
New Mexico,102,Male,65+,High School Grad,Divorced/Separated,NM,35
New Mexico,0,Male,65+,High School Grad,Widowed,NM,35
New Mexico,60,Male,65+,Some College,Never Married,NM,35
New Mexico,51,Male,65+,Some College,Married,NM,35
New Mexico,173,Male,65+,Some College,Divorced/Separated,NM,35
New Mexico,0,Male,65+,Some College,Widowed,NM,35
New Mexico,0,Male,65+,Bachelor's Degree,Never Married,NM,35
New Mexico,586,Male,65+,Bachelor's Degree,Married,NM,35
New Mexico,0,Male,65+,Bachelor's Degree,Divorced/Separated,NM,35
New Mexico,66,Male,65+,Bachelor's Degree,Widowed,NM,35
New Mexico,0,Male,65+,Graduate Degree,Never Married,NM,35
New Mexico,591,Male,65+,Graduate Degree,Married,NM,35
New Mexico,156,Male,65+,Graduate Degree,Divorced/Separated,NM,35
New Mexico,0,Male,65+,Graduate Degree,Widowed,NM,35
New York,37041,Female,0-17,Less than High School,Never Married,NY,36
New York,0,Female,0-17,Less than High School,Married,NY,36
New York,659,Female,0-17,Less than High School,Divorced/Separated,NY,36
New York,0,Female,0-17,Less than High School,Widowed,NY,36
New York,642,Female,0-17,High School Grad,Never Married,NY,36
New York,0,Female,0-17,High School Grad,Married,NY,36
New York,0,Female,0-17,High School Grad,Divorced/Separated,NY,36
New York,0,Female,0-17,High School Grad,Widowed,NY,36
New York,923,Female,0-17,Some College,Never Married,NY,36
New York,0,Female,0-17,Some College,Married,NY,36
New York,0,Female,0-17,Some College,Divorced/Separated,NY,36
New York,0,Female,0-17,Some College,Widowed,NY,36
New York,0,Female,0-17,Bachelor's Degree,Never Married,NY,36
New York,0,Female,0-17,Bachelor's Degree,Married,NY,36
New York,0,Female,0-17,Bachelor's Degree,Divorced/Separated,NY,36
New York,0,Female,0-17,Bachelor's Degree,Widowed,NY,36
New York,0,Female,0-17,Graduate Degree,Never Married,NY,36
New York,0,Female,0-17,Graduate Degree,Married,NY,36
New York,0,Female,0-17,Graduate Degree,Divorced/Separated,NY,36
New York,0,Female,0-17,Graduate Degree,Widowed,NY,36
New York,1799,Female,18-24,Less than High School,Never Married,NY,36
New York,937,Female,18-24,Less than High School,Married,NY,36
New York,0,Female,18-24,Less than High School,Divorced/Separated,NY,36
New York,0,Female,18-24,Less than High School,Widowed,NY,36
New York,15098,Female,18-24,High School Grad,Never Married,NY,36
New York,951,Female,18-24,High School Grad,Married,NY,36
New York,164,Female,18-24,High School Grad,Divorced/Separated,NY,36
New York,0,Female,18-24,High School Grad,Widowed,NY,36
New York,20450,Female,18-24,Some College,Never Married,NY,36
New York,1530,Female,18-24,Some College,Married,NY,36
New York,0,Female,18-24,Some College,Divorced/Separated,NY,36
New York,0,Female,18-24,Some College,Widowed,NY,36
New York,11068,Female,18-24,Bachelor's Degree,Never Married,NY,36
New York,391,Female,18-24,Bachelor's Degree,Married,NY,36
New York,0,Female,18-24,Bachelor's Degree,Divorced/Separated,NY,36
New York,0,Female,18-24,Bachelor's Degree,Widowed,NY,36
New York,2575,Female,18-24,Graduate Degree,Never Married,NY,36
New York,38,Female,18-24,Graduate Degree,Married,NY,36
New York,0,Female,18-24,Graduate Degree,Divorced/Separated,NY,36
New York,0,Female,18-24,Graduate Degree,Widowed,NY,36
New York,806,Female,25-34,Less than High School,Never Married,NY,36
New York,806,Female,25-34,Less than High School,Married,NY,36
New York,0,Female,25-34,Less than High School,Divorced/Separated,NY,36
New York,0,Female,25-34,Less than High School,Widowed,NY,36
New York,1396,Female,25-34,High School Grad,Never Married,NY,36
New York,2403,Female,25-34,High School Grad,Married,NY,36
New York,952,Female,25-34,High School Grad,Divorced/Separated,NY,36
New York,0,Female,25-34,High School Grad,Widowed,NY,36
New York,4142,Female,25-34,Some College,Never Married,NY,36
New York,3980,Female,25-34,Some College,Married,NY,36
New York,1150,Female,25-34,Some College,Divorced/Separated,NY,36
New York,0,Female,25-34,Some College,Widowed,NY,36
New York,16925,Female,25-34,Bachelor's Degree,Never Married,NY,36
New York,9074,Female,25-34,Bachelor's Degree,Married,NY,36
New York,665,Female,25-34,Bachelor's Degree,Divorced/Separated,NY,36
New York,0,Female,25-34,Bachelor's Degree,Widowed,NY,36
New York,11901,Female,25-34,Graduate Degree,Never Married,NY,36
New York,6675,Female,25-34,Graduate Degree,Married,NY,36
New York,546,Female,25-34,Graduate Degree,Divorced/Separated,NY,36
New York,0,Female,25-34,Graduate Degree,Widowed,NY,36
New York,788,Female,35-44,Less than High School,Never Married,NY,36
New York,488,Female,35-44,Less than High School,Married,NY,36
New York,187,Female,35-44,Less than High School,Divorced/Separated,NY,36
New York,0,Female,35-44,Less than High School,Widowed,NY,36
New York,1723,Female,35-44,High School Grad,Never Married,NY,36
New York,3027,Female,35-44,High School Grad,Married,NY,36
New York,1329,Female,35-44,High School Grad,Divorced/Separated,NY,36
New York,0,Female,35-44,High School Grad,Widowed,NY,36
New York,2471,Female,35-44,Some College,Never Married,NY,36
New York,2240,Female,35-44,Some College,Married,NY,36
New York,969,Female,35-44,Some College,Divorced/Separated,NY,36
New York,0,Female,35-44,Some College,Widowed,NY,36
New York,3071,Female,35-44,Bachelor's Degree,Never Married,NY,36
New York,6155,Female,35-44,Bachelor's Degree,Married,NY,36
New York,571,Female,35-44,Bachelor's Degree,Divorced/Separated,NY,36
New York,0,Female,35-44,Bachelor's Degree,Widowed,NY,36
New York,2495,Female,35-44,Graduate Degree,Never Married,NY,36
New York,6543,Female,35-44,Graduate Degree,Married,NY,36
New York,1011,Female,35-44,Graduate Degree,Divorced/Separated,NY,36
New York,0,Female,35-44,Graduate Degree,Widowed,NY,36
New York,449,Female,45-54,Less than High School,Never Married,NY,36
New York,1305,Female,45-54,Less than High School,Married,NY,36
New York,302,Female,45-54,Less than High School,Divorced/Separated,NY,36
New York,0,Female,45-54,Less than High School,Widowed,NY,36
New York,417,Female,45-54,High School Grad,Never Married,NY,36
New York,848,Female,45-54,High School Grad,Married,NY,36
New York,1144,Female,45-54,High School Grad,Divorced/Separated,NY,36
New York,0,Female,45-54,High School Grad,Widowed,NY,36
New York,515,Female,45-54,Some College,Never Married,NY,36
New York,2515,Female,45-54,Some College,Married,NY,36
New York,990,Female,45-54,Some College,Divorced/Separated,NY,36
New York,0,Female,45-54,Some College,Widowed,NY,36
New York,509,Female,45-54,Bachelor's Degree,Never Married,NY,36
New York,1794,Female,45-54,Bachelor's Degree,Married,NY,36
New York,1178,Female,45-54,Bachelor's Degree,Divorced/Separated,NY,36
New York,145,Female,45-54,Bachelor's Degree,Widowed,NY,36
New York,299,Female,45-54,Graduate Degree,Never Married,NY,36
New York,2590,Female,45-54,Graduate Degree,Married,NY,36
New York,491,Female,45-54,Graduate Degree,Divorced/Separated,NY,36
New York,366,Female,45-54,Graduate Degree,Widowed,NY,36
New York,0,Female,55-64,Less than High School,Never Married,NY,36
New York,553,Female,55-64,Less than High School,Married,NY,36
New York,364,Female,55-64,Less than High School,Divorced/Separated,NY,36
New York,0,Female,55-64,Less than High School,Widowed,NY,36
New York,721,Female,55-64,High School Grad,Never Married,NY,36
New York,2713,Female,55-64,High School Grad,Married,NY,36
New York,1408,Female,55-64,High School Grad,Divorced/Separated,NY,36
New York,303,Female,55-64,High School Grad,Widowed,NY,36
New York,302,Female,55-64,Some College,Never Married,NY,36
New York,2326,Female,55-64,Some College,Married,NY,36
New York,1823,Female,55-64,Some College,Divorced/Separated,NY,36
New York,324,Female,55-64,Some College,Widowed,NY,36
New York,559,Female,55-64,Bachelor's Degree,Never Married,NY,36
New York,1913,Female,55-64,Bachelor's Degree,Married,NY,36
New York,1174,Female,55-64,Bachelor's Degree,Divorced/Separated,NY,36
New York,220,Female,55-64,Bachelor's Degree,Widowed,NY,36
New York,348,Female,55-64,Graduate Degree,Never Married,NY,36
New York,1581,Female,55-64,Graduate Degree,Married,NY,36
New York,1195,Female,55-64,Graduate Degree,Divorced/Separated,NY,36
New York,0,Female,55-64,Graduate Degree,Widowed,NY,36
New York,139,Female,65+,Less than High School,Never Married,NY,36
New York,944,Female,65+,Less than High School,Married,NY,36
New York,972,Female,65+,Less than High School,Divorced/Separated,NY,36
New York,595,Female,65+,Less than High School,Widowed,NY,36
New York,283,Female,65+,High School Grad,Never Married,NY,36
New York,3777,Female,65+,High School Grad,Married,NY,36
New York,1562,Female,65+,High School Grad,Divorced/Separated,NY,36
New York,2416,Female,65+,High School Grad,Widowed,NY,36
New York,50,Female,65+,Some College,Never Married,NY,36
New York,2575,Female,65+,Some College,Married,NY,36
New York,840,Female,65+,Some College,Divorced/Separated,NY,36
New York,2152,Female,65+,Some College,Widowed,NY,36
New York,314,Female,65+,Bachelor's Degree,Never Married,NY,36
New York,2461,Female,65+,Bachelor's Degree,Married,NY,36
New York,137,Female,65+,Bachelor's Degree,Divorced/Separated,NY,36
New York,796,Female,65+,Bachelor's Degree,Widowed,NY,36
New York,169,Female,65+,Graduate Degree,Never Married,NY,36
New York,2177,Female,65+,Graduate Degree,Married,NY,36
New York,735,Female,65+,Graduate Degree,Divorced/Separated,NY,36
New York,567,Female,65+,Graduate Degree,Widowed,NY,36
New York,42217,Male,0-17,Less than High School,Never Married,NY,36
New York,0,Male,0-17,Less than High School,Married,NY,36
New York,0,Male,0-17,Less than High School,Divorced/Separated,NY,36
New York,0,Male,0-17,Less than High School,Widowed,NY,36
New York,864,Male,0-17,High School Grad,Never Married,NY,36
New York,0,Male,0-17,High School Grad,Married,NY,36
New York,0,Male,0-17,High School Grad,Divorced/Separated,NY,36
New York,0,Male,0-17,High School Grad,Widowed,NY,36
New York,357,Male,0-17,Some College,Never Married,NY,36
New York,0,Male,0-17,Some College,Married,NY,36
New York,0,Male,0-17,Some College,Divorced/Separated,NY,36
New York,0,Male,0-17,Some College,Widowed,NY,36
New York,0,Male,0-17,Bachelor's Degree,Never Married,NY,36
New York,0,Male,0-17,Bachelor's Degree,Married,NY,36
New York,0,Male,0-17,Bachelor's Degree,Divorced/Separated,NY,36
New York,0,Male,0-17,Bachelor's Degree,Widowed,NY,36
New York,0,Male,0-17,Graduate Degree,Never Married,NY,36
New York,0,Male,0-17,Graduate Degree,Married,NY,36
New York,0,Male,0-17,Graduate Degree,Divorced/Separated,NY,36
New York,0,Male,0-17,Graduate Degree,Widowed,NY,36
New York,1391,Male,18-24,Less than High School,Never Married,NY,36
New York,446,Male,18-24,Less than High School,Married,NY,36
New York,0,Male,18-24,Less than High School,Divorced/Separated,NY,36
New York,0,Male,18-24,Less than High School,Widowed,NY,36
New York,12626,Male,18-24,High School Grad,Never Married,NY,36
New York,2238,Male,18-24,High School Grad,Married,NY,36
New York,0,Male,18-24,High School Grad,Divorced/Separated,NY,36
New York,0,Male,18-24,High School Grad,Widowed,NY,36
New York,17297,Male,18-24,Some College,Never Married,NY,36
New York,830,Male,18-24,Some College,Married,NY,36
New York,16,Male,18-24,Some College,Divorced/Separated,NY,36
New York,0,Male,18-24,Some College,Widowed,NY,36
New York,9611,Male,18-24,Bachelor's Degree,Never Married,NY,36
New York,349,Male,18-24,Bachelor's Degree,Married,NY,36
New York,0,Male,18-24,Bachelor's Degree,Divorced/Separated,NY,36
New York,0,Male,18-24,Bachelor's Degree,Widowed,NY,36
New York,1530,Male,18-24,Graduate Degree,Never Married,NY,36
New York,85,Male,18-24,Graduate Degree,Married,NY,36
New York,0,Male,18-24,Graduate Degree,Divorced/Separated,NY,36
New York,0,Male,18-24,Graduate Degree,Widowed,NY,36
New York,182,Male,25-34,Less than High School,Never Married,NY,36
New York,721,Male,25-34,Less than High School,Married,NY,36
New York,145,Male,25-34,Less than High School,Divorced/Separated,NY,36
New York,0,Male,25-34,Less than High School,Widowed,NY,36
New York,4595,Male,25-34,High School Grad,Never Married,NY,36
New York,2873,Male,25-34,High School Grad,Married,NY,36
New York,354,Male,25-34,High School Grad,Divorced/Separated,NY,36
New York,220,Male,25-34,High School Grad,Widowed,NY,36
New York,8654,Male,25-34,Some College,Never Married,NY,36
New York,4792,Male,25-34,Some College,Married,NY,36
New York,92,Male,25-34,Some College,Divorced/Separated,NY,36
New York,0,Male,25-34,Some College,Widowed,NY,36
New York,13919,Male,25-34,Bachelor's Degree,Never Married,NY,36
New York,6643,Male,25-34,Bachelor's Degree,Married,NY,36
New York,713,Male,25-34,Bachelor's Degree,Divorced/Separated,NY,36
New York,0,Male,25-34,Bachelor's Degree,Widowed,NY,36
New York,9662,Male,25-34,Graduate Degree,Never Married,NY,36
New York,4523,Male,25-34,Graduate Degree,Married,NY,36
New York,101,Male,25-34,Graduate Degree,Divorced/Separated,NY,36
New York,0,Male,25-34,Graduate Degree,Widowed,NY,36
New York,1692,Male,35-44,Less than High School,Never Married,NY,36
New York,1241,Male,35-44,Less than High School,Married,NY,36
New York,140,Male,35-44,Less than High School,Divorced/Separated,NY,36
New York,0,Male,35-44,Less than High School,Widowed,NY,36
New York,490,Male,35-44,High School Grad,Never Married,NY,36
New York,3344,Male,35-44,High School Grad,Married,NY,36
New York,1335,Male,35-44,High School Grad,Divorced/Separated,NY,36
New York,0,Male,35-44,High School Grad,Widowed,NY,36
New York,1199,Male,35-44,Some College,Never Married,NY,36
New York,4617,Male,35-44,Some College,Married,NY,36
New York,876,Male,35-44,Some College,Divorced/Separated,NY,36
New York,0,Male,35-44,Some College,Widowed,NY,36
New York,1334,Male,35-44,Bachelor's Degree,Never Married,NY,36
New York,9112,Male,35-44,Bachelor's Degree,Married,NY,36
New York,1595,Male,35-44,Bachelor's Degree,Divorced/Separated,NY,36
New York,140,Male,35-44,Bachelor's Degree,Widowed,NY,36
New York,1816,Male,35-44,Graduate Degree,Never Married,NY,36
New York,6499,Male,35-44,Graduate Degree,Married,NY,36
New York,252,Male,35-44,Graduate Degree,Divorced/Separated,NY,36
New York,0,Male,35-44,Graduate Degree,Widowed,NY,36
New York,149,Male,45-54,Less than High School,Never Married,NY,36
New York,1303,Male,45-54,Less than High School,Married,NY,36
New York,165,Male,45-54,Less than High School,Divorced/Separated,NY,36
New York,0,Male,45-54,Less than High School,Widowed,NY,36
New York,1182,Male,45-54,High School Grad,Never Married,NY,36
New York,1588,Male,45-54,High School Grad,Married,NY,36
New York,1515,Male,45-54,High School Grad,Divorced/Separated,NY,36
New York,265,Male,45-54,High School Grad,Widowed,NY,36
New York,302,Male,45-54,Some College,Never Married,NY,36
New York,1898,Male,45-54,Some College,Married,NY,36
New York,720,Male,45-54,Some College,Divorced/Separated,NY,36
New York,0,Male,45-54,Some College,Widowed,NY,36
New York,1882,Male,45-54,Bachelor's Degree,Never Married,NY,36
New York,2037,Male,45-54,Bachelor's Degree,Married,NY,36
New York,717,Male,45-54,Bachelor's Degree,Divorced/Separated,NY,36
New York,0,Male,45-54,Bachelor's Degree,Widowed,NY,36
New York,615,Male,45-54,Graduate Degree,Never Married,NY,36
New York,3098,Male,45-54,Graduate Degree,Married,NY,36
New York,88,Male,45-54,Graduate Degree,Divorced/Separated,NY,36
