current_state,count,sex,age_group,education,marital_status,current_state_code,current_fips
Texas,804,Female,25-34,High School Grad,Divorced/Separated,TX,48
Texas,0,Female,25-34,High School Grad,Widowed,TX,48
Texas,10789,Female,25-34,Some College,Never Married,TX,48
Texas,6175,Female,25-34,Some College,Married,TX,48
Texas,1940,Female,25-34,Some College,Divorced/Separated,TX,48
Texas,0,Female,25-34,Some College,Widowed,TX,48
Texas,11638,Female,25-34,Bachelor's Degree,Never Married,TX,48
Texas,15812,Female,25-34,Bachelor's Degree,Married,TX,48
Texas,512,Female,25-34,Bachelor's Degree,Divorced/Separated,TX,48
Texas,0,Female,25-34,Bachelor's Degree,Widowed,TX,48
Texas,7279,Female,25-34,Graduate Degree,Never Married,TX,48
Texas,7495,Female,25-34,Graduate Degree,Married,TX,48
Texas,0,Female,25-34,Graduate Degree,Divorced/Separated,TX,48
Texas,0,Female,25-34,Graduate Degree,Widowed,TX,48
Texas,604,Female,35-44,Less than High School,Never Married,TX,48
Texas,1625,Female,35-44,Less than High School,Married,TX,48
Texas,426,Female,35-44,Less than High School,Divorced/Separated,TX,48
Texas,0,Female,35-44,Less than High School,Widowed,TX,48
Texas,2692,Female,35-44,High School Grad,Never Married,TX,48
Texas,4005,Female,35-44,High School Grad,Married,TX,48
Texas,1016,Female,35-44,High School Grad,Divorced/Separated,TX,48
Texas,0,Female,35-44,High School Grad,Widowed,TX,48
Texas,1943,Female,35-44,Some College,Never Married,TX,48
Texas,5832,Female,35-44,Some College,Married,TX,48
Texas,1562,Female,35-44,Some College,Divorced/Separated,TX,48
Texas,0,Female,35-44,Some College,Widowed,TX,48
Texas,3119,Female,35-44,Bachelor's Degree,Never Married,TX,48
Texas,7094,Female,35-44,Bachelor's Degree,Married,TX,48
Texas,1226,Female,35-44,Bachelor's Degree,Divorced/Separated,TX,48
Texas,130,Female,35-44,Bachelor's Degree,Widowed,TX,48
Texas,2056,Female,35-44,Graduate Degree,Never Married,TX,48
Texas,7273,Female,35-44,Graduate Degree,Married,TX,48
Texas,1575,Female,35-44,Graduate Degree,Divorced/Separated,TX,48
Texas,0,Female,35-44,Graduate Degree,Widowed,TX,48
Texas,430,Female,45-54,Less than High School,Never Married,TX,48
Texas,1998,Female,45-54,Less than High School,Married,TX,48
Texas,452,Female,45-54,Less than High School,Divorced/Separated,TX,48
Texas,0,Female,45-54,Less than High School,Widowed,TX,48
Texas,270,Female,45-54,High School Grad,Never Married,TX,48
Texas,3255,Female,45-54,High School Grad,Married,TX,48
Texas,2260,Female,45-54,High School Grad,Divorced/Separated,TX,48
Texas,142,Female,45-54,High School Grad,Widowed,TX,48
Texas,876,Female,45-54,Some College,Never Married,TX,48
Texas,3258,Female,45-54,Some College,Married,TX,48
Texas,2271,Female,45-54,Some College,Divorced/Separated,TX,48
Texas,591,Female,45-54,Some College,Widowed,TX,48
Texas,576,Female,45-54,Bachelor's Degree,Never Married,TX,48
Texas,2508,Female,45-54,Bachelor's Degree,Married,TX,48
Texas,1169,Female,45-54,Bachelor's Degree,Divorced/Separated,TX,48
Texas,1154,Female,45-54,Bachelor's Degree,Widowed,TX,48
Texas,126,Female,45-54,Graduate Degree,Never Married,TX,48
Texas,3607,Female,45-54,Graduate Degree,Married,TX,48
Texas,575,Female,45-54,Graduate Degree,Divorced/Separated,TX,48
Texas,211,Female,45-54,Graduate Degree,Widowed,TX,48
Texas,89,Female,55-64,Less than High School,Never Married,TX,48
Texas,1026,Female,55-64,Less than High School,Married,TX,48
Texas,261,Female,55-64,Less than High School,Divorced/Separated,TX,48
Texas,463,Female,55-64,Less than High School,Widowed,TX,48
Texas,171,Female,55-64,High School Grad,Never Married,TX,48
Texas,1598,Female,55-64,High School Grad,Married,TX,48
Texas,659,Female,55-64,High School Grad,Divorced/Separated,TX,48
Texas,152,Female,55-64,High School Grad,Widowed,TX,48
Texas,397,Female,55-64,Some College,Never Married,TX,48
Texas,3143,Female,55-64,Some College,Married,TX,48
Texas,1460,Female,55-64,Some College,Divorced/Separated,TX,48
Texas,1217,Female,55-64,Some College,Widowed,TX,48
Texas,722,Female,55-64,Bachelor's Degree,Never Married,TX,48
Texas,2748,Female,55-64,Bachelor's Degree,Married,TX,48
Texas,1050,Female,55-64,Bachelor's Degree,Divorced/Separated,TX,48
Texas,205,Female,55-64,Bachelor's Degree,Widowed,TX,48
Texas,319,Female,55-64,Graduate Degree,Never Married,TX,48
Texas,840,Female,55-64,Graduate Degree,Married,TX,48
Texas,1018,Female,55-64,Graduate Degree,Divorced/Separated,TX,48
Texas,151,Female,55-64,Graduate Degree,Widowed,TX,48
Texas,393,Female,65+,Less than High School,Never Married,TX,48
Texas,1210,Female,65+,Less than High School,Married,TX,48
Texas,445,Female,65+,Less than High School,Divorced/Separated,TX,48
Texas,1937,Female,65+,Less than High School,Widowed,TX,48
Texas,0,Female,65+,High School Grad,Never Married,TX,48
Texas,2360,Female,65+,High School Grad,Married,TX,48
Texas,1652,Female,65+,High School Grad,Divorced/Separated,TX,48
Texas,2740,Female,65+,High School Grad,Widowed,TX,48
Texas,76,Female,65+,Some College,Never Married,TX,48
Texas,2895,Female,65+,Some College,Married,TX,48
Texas,1663,Female,65+,Some College,Divorced/Separated,TX,48
Texas,2546,Female,65+,Some College,Widowed,TX,48
Texas,93,Female,65+,Bachelor's Degree,Never Married,TX,48
Texas,1861,Female,65+,Bachelor's Degree,Married,TX,48
Texas,972,Female,65+,Bachelor's Degree,Divorced/Separated,TX,48
Texas,1345,Female,65+,Bachelor's Degree,Widowed,TX,48
Texas,89,Female,65+,Graduate Degree,Never Married,TX,48
Texas,1272,Female,65+,Graduate Degree,Married,TX,48
Texas,371,Female,65+,Graduate Degree,Divorced/Separated,TX,48
Texas,486,Female,65+,Graduate Degree,Widowed,TX,48
Texas,65780,Male,0-17,Less than High School,Never Married,TX,48
Texas,211,Male,0-17,Less than High School,Married,TX,48
Texas,0,Male,0-17,Less than High School,Divorced/Separated,TX,48
Texas,65,Male,0-17,Less than High School,Widowed,TX,48
Texas,123,Male,0-17,High School Grad,Never Married,TX,48
Texas,0,Male,0-17,High School Grad,Married,TX,48
Texas,0,Male,0-17,High School Grad,Divorced/Separated,TX,48
Texas,0,Male,0-17,High School Grad,Widowed,TX,48
Texas,193,Male,0-17,Some College,Never Married,TX,48
Texas,0,Male,0-17,Some College,Married,TX,48
Texas,0,Male,0-17,Some College,Divorced/Separated,TX,48
Texas,0,Male,0-17,Some College,Widowed,TX,48
Texas,0,Male,0-17,Bachelor's Degree,Never Married,TX,48
Texas,0,Male,0-17,Bachelor's Degree,Married,TX,48
Texas,0,Male,0-17,Bachelor's Degree,Divorced/Separated,TX,48
Texas,0,Male,0-17,Bachelor's Degree,Widowed,TX,48
Texas,0,Male,0-17,Graduate Degree,Never Married,TX,48
Texas,0,Male,0-17,Graduate Degree,Married,TX,48
Texas,0,Male,0-17,Graduate Degree,Divorced/Separated,TX,48
Texas,0,Male,0-17,Graduate Degree,Widowed,TX,48
Texas,2757,Male,18-24,Less than High School,Never Married,TX,48
Texas,569,Male,18-24,Less than High School,Married,TX,48
Texas,0,Male,18-24,Less than High School,Divorced/Separated,TX,48
Texas,0,Male,18-24,Less than High School,Widowed,TX,48
Texas,19804,Male,18-24,High School Grad,Never Married,TX,48
Texas,3203,Male,18-24,High School Grad,Married,TX,48
Texas,0,Male,18-24,High School Grad,Divorced/Separated,TX,48
Texas,0,Male,18-24,High School Grad,Widowed,TX,48
Texas,19561,Male,18-24,Some College,Never Married,TX,48
Texas,1896,Male,18-24,Some College,Married,TX,48
Texas,0,Male,18-24,Some College,Divorced/Separated,TX,48
Texas,145,Male,18-24,Some College,Widowed,TX,48
Texas,11877,Male,18-24,Bachelor's Degree,Never Married,TX,48
Texas,1558,Male,18-24,Bachelor's Degree,Married,TX,48
Texas,0,Male,18-24,Bachelor's Degree,Divorced/Separated,TX,48
Texas,0,Male,18-24,Bachelor's Degree,Widowed,TX,48
Texas,1416,Male,18-24,Graduate Degree,Never Married,TX,48
Texas,102,Male,18-24,Graduate Degree,Married,TX,48
Texas,0,Male,18-24,Graduate Degree,Divorced/Separated,TX,48
Texas,0,Male,18-24,Graduate Degree,Widowed,TX,48
Texas,2405,Male,25-34,Less than High School,Never Married,TX,48
Texas,1319,Male,25-34,Less than High School,Married,TX,48
Texas,389,Male,25-34,Less than High School,Divorced/Separated,TX,48
Texas,84,Male,25-34,Less than High School,Widowed,TX,48
Texas,11033,Male,25-34,High School Grad,Never Married,TX,48
Texas,4923,Male,25-34,High School Grad,Married,TX,48
Texas,634,Male,25-34,High School Grad,Divorced/Separated,TX,48
Texas,164,Male,25-34,High School Grad,Widowed,TX,48
Texas,11220,Male,25-34,Some College,Never Married,TX,48
Texas,7860,Male,25-34,Some College,Married,TX,48
Texas,798,Male,25-34,Some College,Divorced/Separated,TX,48
Texas,182,Male,25-34,Some College,Widowed,TX,48
Texas,18393,Male,25-34,Bachelor's Degree,Never Married,TX,48
Texas,8636,Male,25-34,Bachelor's Degree,Married,TX,48
Texas,560,Male,25-34,Bachelor's Degree,Divorced/Separated,TX,48
Texas,66,Male,25-34,Bachelor's Degree,Widowed,TX,48
Texas,5328,Male,25-34,Graduate Degree,Never Married,TX,48
Texas,8258,Male,25-34,Graduate Degree,Married,TX,48
Texas,517,Male,25-34,Graduate Degree,Divorced/Separated,TX,48
Texas,0,Male,25-34,Graduate Degree,Widowed,TX,48
Texas,1252,Male,35-44,Less than High School,Never Married,TX,48
Texas,1914,Male,35-44,Less than High School,Married,TX,48
Texas,728,Male,35-44,Less than High School,Divorced/Separated,TX,48
Texas,0,Male,35-44,Less than High School,Widowed,TX,48
Texas,2953,Male,35-44,High School Grad,Never Married,TX,48
Texas,4427,Male,35-44,High School Grad,Married,TX,48
Texas,1194,Male,35-44,High School Grad,Divorced/Separated,TX,48
Texas,0,Male,35-44,High School Grad,Widowed,TX,48
Texas,2961,Male,35-44,Some College,Never Married,TX,48
Texas,7299,Male,35-44,Some College,Married,TX,48
Texas,1360,Male,35-44,Some College,Divorced/Separated,TX,48
Texas,0,Male,35-44,Some College,Widowed,TX,48
Texas,3217,Male,35-44,Bachelor's Degree,Never Married,TX,48
Texas,9458,Male,35-44,Bachelor's Degree,Married,TX,48
Texas,1439,Male,35-44,Bachelor's Degree,Divorced/Separated,TX,48
Texas,0,Male,35-44,Bachelor's Degree,Widowed,TX,48
Texas,1072,Male,35-44,Graduate Degree,Never Married,TX,48
Texas,8434,Male,35-44,Graduate Degree,Married,TX,48
Texas,1381,Male,35-44,Graduate Degree,Divorced/Separated,TX,48
Texas,0,Male,35-44,Graduate Degree,Widowed,TX,48
Texas,112,Male,45-54,Less than High School,Never Married,TX,48
Texas,1240,Male,45-54,Less than High School,Married,TX,48
Texas,711,Male,45-54,Less than High School,Divorced/Separated,TX,48
Texas,103,Male,45-54,Less than High School,Widowed,TX,48
Texas,322,Male,45-54,High School Grad,Never Married,TX,48
Texas,3987,Male,45-54,High School Grad,Married,TX,48
Texas,1996,Male,45-54,High School Grad,Divorced/Separated,TX,48
Texas,138,Male,45-54,High School Grad,Widowed,TX,48
Texas,1156,Male,45-54,Some College,Never Married,TX,48
Texas,4033,Male,45-54,Some College,Married,TX,48
Texas,934,Male,45-54,Some College,Divorced/Separated,TX,48
Texas,199,Male,45-54,Some College,Widowed,TX,48
Texas,1056,Male,45-54,Bachelor's Degree,Never Married,TX,48
Texas,4816,Male,45-54,Bachelor's Degree,Married,TX,48
Texas,762,Male,45-54,Bachelor's Degree,Divorced/Separated,TX,48
Texas,0,Male,45-54,Bachelor's Degree,Widowed,TX,48
Texas,404,Male,45-54,Graduate Degree,Never Married,TX,48
Texas,5827,Male,45-54,Graduate Degree,Married,TX,48
Texas,671,Male,45-54,Graduate Degree,Divorced/Separated,TX,48
Texas,0,Male,45-54,Graduate Degree,Widowed,TX,48
Texas,33,Male,55-64,Less than High School,Never Married,TX,48
Texas,1530,Male,55-64,Less than High School,Married,TX,48
Texas,210,Male,55-64,Less than High School,Divorced/Separated,TX,48
Texas,150,Male,55-64,Less than High School,Widowed,TX,48
Texas,200,Male,55-64,High School Grad,Never Married,TX,48
Texas,2970,Male,55-64,High School Grad,Married,TX,48
Texas,475,Male,55-64,High School Grad,Divorced/Separated,TX,48
Texas,0,Male,55-64,High School Grad,Widowed,TX,48
Texas,211,Male,55-64,Some College,Never Married,TX,48
Texas,3435,Male,55-64,Some College,Married,TX,48
Texas,1634,Male,55-64,Some College,Divorced/Separated,TX,48
Texas,0,Male,55-64,Some College,Widowed,TX,48
Texas,645,Male,55-64,Bachelor's Degree,Never Married,TX,48
Texas,2478,Male,55-64,Bachelor's Degree,Married,TX,48
Texas,845,Male,55-64,Bachelor's Degree,Divorced/Separated,TX,48
Texas,0,Male,55-64,Bachelor's Degree,Widowed,TX,48
Texas,89,Male,55-64,Graduate Degree,Never Married,TX,48
Texas,2920,Male,55-64,Graduate Degree,Married,TX,48
Texas,950,Male,55-64,Graduate Degree,Divorced/Separated,TX,48
Texas,231,Male,55-64,Graduate Degree,Widowed,TX,48
Texas,180,Male,65+,Less than High School,Never Married,TX,48
Texas,772,Male,65+,Less than High School,Married,TX,48
Texas,443,Male,65+,Less than High School,Divorced/Separated,TX,48
Texas,549,Male,65+,Less than High School,Widowed,TX,48
Texas,733,Male,65+,High School Grad,Never Married,TX,48
Texas,2256,Male,65+,High School Grad,Married,TX,48
Texas,1500,Male,65+,High School Grad,Divorced/Separated,TX,48
Texas,638,Male,65+,High School Grad,Widowed,TX,48
Texas,802,Male,65+,Some College,Never Married,TX,48
Texas,2134,Male,65+,Some College,Married,TX,48
Texas,1179,Male,65+,Some College,Divorced/Separated,TX,48
Texas,1024,Male,65+,Some College,Widowed,TX,48
Texas,217,Male,65+,Bachelor's Degree,Never Married,TX,48
Texas,2505,Male,65+,Bachelor's Degree,Married,TX,48
Texas,880,Male,65+,Bachelor's Degree,Divorced/Separated,TX,48
Texas,0,Male,65+,Bachelor's Degree,Widowed,TX,48
Texas,0,Male,65+,Graduate Degree,Never Married,TX,48
Texas,2017,Male,65+,Graduate Degree,Married,TX,48
Texas,468,Male,65+,Graduate Degree,Divorced/Separated,TX,48
Texas,546,Male,65+,Graduate Degree,Widowed,TX,48
Utah,4713,Female,0-17,Less than High School,Never Married,UT,49
Utah,0,Female,0-17,Less than High School,Married,UT,49
Utah,0,Female,0-17,Less than High School,Divorced/Separated,UT,49
Utah,0,Female,0-17,Less than High School,Widowed,UT,49
Utah,50,Female,0-17,High School Grad,Never Married,UT,49
Utah,0,Female,0-17,High School Grad,Married,UT,49
Utah,0,Female,0-17,High School Grad,Divorced/Separated,UT,49
Utah,0,Female,0-17,High School Grad,Widowed,UT,49
Utah,128,Female,0-17,Some College,Never Married,UT,49
Utah,0,Female,0-17,Some College,Married,UT,49
Utah,0,Female,0-17,Some College,Divorced/Separated,UT,49
Utah,0,Female,0-17,Some College,Widowed,UT,49
Utah,0,Female,0-17,Bachelor's Degree,Never Married,UT,49
Utah,0,Female,0-17,Bachelor's Degree,Married,UT,49
Utah,0,Female,0-17,Bachelor's Degree,Divorced/Separated,UT,49
Utah,0,Female,0-17,Bachelor's Degree,Widowed,UT,49
Utah,0,Female,0-17,Graduate Degree,Never Married,UT,49
Utah,0,Female,0-17,Graduate Degree,Married,UT,49
Utah,0,Female,0-17,Graduate Degree,Divorced/Separated,UT,49
Utah,0,Female,0-17,Graduate Degree,Widowed,UT,49
Utah,0,Female,18-24,Less than High School,Never Married,UT,49
Utah,0,Female,18-24,Less than High School,Married,UT,49
Utah,0,Female,18-24,Less than High School,Divorced/Separated,UT,49
Utah,0,Female,18-24,Less than High School,Widowed,UT,49
Utah,2656,Female,18-24,High School Grad,Never Married,UT,49
Utah,387,Female,18-24,High School Grad,Married,UT,49
Utah,0,Female,18-24,High School Grad,Divorced/Separated,UT,49
Utah,0,Female,18-24,High School Grad,Widowed,UT,49
Utah,8407,Female,18-24,Some College,Never Married,UT,49
Utah,638,Female,18-24,Some College,Married,UT,49
Utah,0,Female,18-24,Some College,Divorced/Separated,UT,49
Utah,0,Female,18-24,Some College,Widowed,UT,49
Utah,2298,Female,18-24,Bachelor's Degree,Never Married,UT,49
Utah,645,Female,18-24,Bachelor's Degree,Married,UT,49
Utah,0,Female,18-24,Bachelor's Degree,Divorced/Separated,UT,49
Utah,0,Female,18-24,Bachelor's Degree,Widowed,UT,49
Utah,0,Female,18-24,Graduate Degree,Never Married,UT,49
Utah,0,Female,18-24,Graduate Degree,Married,UT,49
Utah,0,Female,18-24,Graduate Degree,Divorced/Separated,UT,49
Utah,0,Female,18-24,Graduate Degree,Widowed,UT,49
Utah,132,Female,25-34,Less than High School,Never Married,UT,49
Utah,0,Female,25-34,Less than High School,Married,UT,49
Utah,0,Female,25-34,Less than High School,Divorced/Separated,UT,49
Utah,0,Female,25-34,Less than High School,Widowed,UT,49
Utah,527,Female,25-34,High School Grad,Never Married,UT,49
Utah,725,Female,25-34,High School Grad,Married,UT,49
Utah,43,Female,25-34,High School Grad,Divorced/Separated,UT,49
Utah,0,Female,25-34,High School Grad,Widowed,UT,49
Utah,531,Female,25-34,Some College,Never Married,UT,49
Utah,1254,Female,25-34,Some College,Married,UT,49
Utah,282,Female,25-34,Some College,Divorced/Separated,UT,49
Utah,0,Female,25-34,Some College,Widowed,UT,49
Utah,1337,Female,25-34,Bachelor's Degree,Never Married,UT,49
Utah,2118,Female,25-34,Bachelor's Degree,Married,UT,49
Utah,80,Female,25-34,Bachelor's Degree,Divorced/Separated,UT,49
Utah,0,Female,25-34,Bachelor's Degree,Widowed,UT,49
Utah,1745,Female,25-34,Graduate Degree,Never Married,UT,49
Utah,453,Female,25-34,Graduate Degree,Married,UT,49
Utah,93,Female,25-34,Graduate Degree,Divorced/Separated,UT,49
Utah,0,Female,25-34,Graduate Degree,Widowed,UT,49
Utah,0,Female,35-44,Less than High School,Never Married,UT,49
Utah,154,Female,35-44,Less than High School,Married,UT,49
Utah,53,Female,35-44,Less than High School,Divorced/Separated,UT,49
Utah,0,Female,35-44,Less than High School,Widowed,UT,49
Utah,58,Female,35-44,High School Grad,Never Married,UT,49
Utah,0,Female,35-44,High School Grad,Married,UT,49
Utah,0,Female,35-44,High School Grad,Divorced/Separated,UT,49
Utah,0,Female,35-44,High School Grad,Widowed,UT,49
Utah,531,Female,35-44,Some College,Never Married,UT,49
Utah,356,Female,35-44,Some College,Married,UT,49
Utah,154,Female,35-44,Some College,Divorced/Separated,UT,49
Utah,0,Female,35-44,Some College,Widowed,UT,49
Utah,152,Female,35-44,Bachelor's Degree,Never Married,UT,49
Utah,963,Female,35-44,Bachelor's Degree,Married,UT,49
Utah,86,Female,35-44,Bachelor's Degree,Divorced/Separated,UT,49
Utah,0,Female,35-44,Bachelor's Degree,Widowed,UT,49
Utah,284,Female,35-44,Graduate Degree,Never Married,UT,49
Utah,756,Female,35-44,Graduate Degree,Married,UT,49
Utah,86,Female,35-44,Graduate Degree,Divorced/Separated,UT,49
Utah,0,Female,35-44,Graduate Degree,Widowed,UT,49
Utah,0,Female,45-54,Less than High School,Never Married,UT,49
Utah,101,Female,45-54,Less than High School,Married,UT,49
Utah,36,Female,45-54,Less than High School,Divorced/Separated,UT,49
Utah,0,Female,45-54,Less than High School,Widowed,UT,49
Utah,0,Female,45-54,High School Grad,Never Married,UT,49
Utah,409,Female,45-54,High School Grad,Married,UT,49
Utah,50,Female,45-54,High School Grad,Divorced/Separated,UT,49
Utah,0,Female,45-54,High School Grad,Widowed,UT,49
Utah,0,Female,45-54,Some College,Never Married,UT,49
Utah,481,Female,45-54,Some College,Married,UT,49
Utah,150,Female,45-54,Some College,Divorced/Separated,UT,49
Utah,0,Female,45-54,Some College,Widowed,UT,49
Utah,0,Female,45-54,Bachelor's Degree,Never Married,UT,49
Utah,485,Female,45-54,Bachelor's Degree,Married,UT,49
Utah,0,Female,45-54,Bachelor's Degree,Divorced/Separated,UT,49
Utah,0,Female,45-54,Bachelor's Degree,Widowed,UT,49
Utah,0,Female,45-54,Graduate Degree,Never Married,UT,49
Utah,107,Female,45-54,Graduate Degree,Married,UT,49
Utah,106,Female,45-54,Graduate Degree,Divorced/Separated,UT,49
Utah,0,Female,45-54,Graduate Degree,Widowed,UT,49
Utah,0,Female,55-64,Less than High School,Never Married,UT,49
Utah,44,Female,55-64,Less than High School,Married,UT,49
Utah,0,Female,55-64,Less than High School,Divorced/Separated,UT,49
Utah,0,Female,55-64,Less than High School,Widowed,UT,49
Utah,0,Female,55-64,High School Grad,Never Married,UT,49
Utah,189,Female,55-64,High School Grad,Married,UT,49
Utah,198,Female,55-64,High School Grad,Divorced/Separated,UT,49
Utah,0,Female,55-64,High School Grad,Widowed,UT,49
Utah,0,Female,55-64,Some College,Never Married,UT,49
Utah,590,Female,55-64,Some College,Married,UT,49
Utah,87,Female,55-64,Some College,Divorced/Separated,UT,49
Utah,121,Female,55-64,Some College,Widowed,UT,49
Utah,0,Female,55-64,Bachelor's Degree,Never Married,UT,49
Utah,267,Female,55-64,Bachelor's Degree,Married,UT,49
Utah,97,Female,55-64,Bachelor's Degree,Divorced/Separated,UT,49
Utah,0,Female,55-64,Bachelor's Degree,Widowed,UT,49
Utah,0,Female,55-64,Graduate Degree,Never Married,UT,49
Utah,348,Female,55-64,Graduate Degree,Married,UT,49
Utah,65,Female,55-64,Graduate Degree,Divorced/Separated,UT,49
Utah,0,Female,55-64,Graduate Degree,Widowed,UT,49
Utah,0,Female,65+,Less than High School,Never Married,UT,49
Utah,0,Female,65+,Less than High School,Married,UT,49
Utah,147,Female,65+,Less than High School,Divorced/Separated,UT,49
Utah,140,Female,65+,Less than High School,Widowed,UT,49
Utah,0,Female,65+,High School Grad,Never Married,UT,49
Utah,120,Female,65+,High School Grad,Married,UT,49
Utah,297,Female,65+,High School Grad,Divorced/Separated,UT,49
Utah,336,Female,65+,High School Grad,Widowed,UT,49
Utah,0,Female,65+,Some College,Never Married,UT,49
Utah,638,Female,65+,Some College,Married,UT,49
Utah,143,Female,65+,Some College,Divorced/Separated,UT,49
Utah,235,Female,65+,Some College,Widowed,UT,49
Utah,0,Female,65+,Bachelor's Degree,Never Married,UT,49
Utah,400,Female,65+,Bachelor's Degree,Married,UT,49
Utah,212,Female,65+,Bachelor's Degree,Divorced/Separated,UT,49
Utah,13,Female,65+,Bachelor's Degree,Widowed,UT,49
Utah,50,Female,65+,Graduate Degree,Never Married,UT,49
Utah,40,Female,65+,Graduate Degree,Married,UT,49
Utah,0,Female,65+,Graduate Degree,Divorced/Separated,UT,49
Utah,0,Female,65+,Graduate Degree,Widowed,UT,49
Utah,9220,Male,0-17,Less than High School,Never Married,UT,49
Utah,0,Male,0-17,Less than High School,Married,UT,49
Utah,0,Male,0-17,Less than High School,Divorced/Separated,UT,49
Utah,0,Male,0-17,Less than High School,Widowed,UT,49
Utah,203,Male,0-17,High School Grad,Never Married,UT,49
Utah,0,Male,0-17,High School Grad,Married,UT,49
Utah,0,Male,0-17,High School Grad,Divorced/Separated,UT,49
Utah,0,Male,0-17,High School Grad,Widowed,UT,49
Utah,0,Male,0-17,Some College,Never Married,UT,49
Utah,0,Male,0-17,Some College,Married,UT,49
Utah,0,Male,0-17,Some College,Divorced/Separated,UT,49
Utah,0,Male,0-17,Some College,Widowed,UT,49
Utah,0,Male,0-17,Bachelor's Degree,Never Married,UT,49
Utah,0,Male,0-17,Bachelor's Degree,Married,UT,49
Utah,0,Male,0-17,Bachelor's Degree,Divorced/Separated,UT,49
Utah,0,Male,0-17,Bachelor's Degree,Widowed,UT,49
Utah,0,Male,0-17,Graduate Degree,Never Married,UT,49
Utah,0,Male,0-17,Graduate Degree,Married,UT,49
Utah,0,Male,0-17,Graduate Degree,Divorced/Separated,UT,49
Utah,0,Male,0-17,Graduate Degree,Widowed,UT,49
Utah,967,Male,18-24,Less than High School,Never Married,UT,49
Utah,0,Male,18-24,Less than High School,Married,UT,49
Utah,0,Male,18-24,Less than High School,Divorced/Separated,UT,49
Utah,0,Male,18-24,Less than High School,Widowed,UT,49
Utah,3273,Male,18-24,High School Grad,Never Married,UT,49
Utah,222,Male,18-24,High School Grad,Married,UT,49
Utah,0,Male,18-24,High School Grad,Divorced/Separated,UT,49
Utah,0,Male,18-24,High School Grad,Widowed,UT,49
Utah,7051,Male,18-24,Some College,Never Married,UT,49
Utah,1619,Male,18-24,Some College,Married,UT,49
Utah,85,Male,18-24,Some College,Divorced/Separated,UT,49
Utah,0,Male,18-24,Some College,Widowed,UT,49
Utah,1451,Male,18-24,Bachelor's Degree,Never Married,UT,49
Utah,0,Male,18-24,Bachelor's Degree,Married,UT,49
Utah,0,Male,18-24,Bachelor's Degree,Divorced/Separated,UT,49
Utah,0,Male,18-24,Bachelor's Degree,Widowed,UT,49
Utah,242,Male,18-24,Graduate Degree,Never Married,UT,49
Utah,0,Male,18-24,Graduate Degree,Married,UT,49
Utah,0,Male,18-24,Graduate Degree,Divorced/Separated,UT,49
Utah,0,Male,18-24,Graduate Degree,Widowed,UT,49
Utah,124,Male,25-34,Less than High School,Never Married,UT,49
Utah,0,Male,25-34,Less than High School,Married,UT,49
Utah,0,Male,25-34,Less than High School,Divorced/Separated,UT,49
Utah,0,Male,25-34,Less than High School,Widowed,UT,49
Utah,865,Male,25-34,High School Grad,Never Married,UT,49
Utah,1320,Male,25-34,High School Grad,Married,UT,49
Utah,138,Male,25-34,High School Grad,Divorced/Separated,UT,49
Utah,0,Male,25-34,High School Grad,Widowed,UT,49
Utah,2820,Male,25-34,Some College,Never Married,UT,49
Utah,2010,Male,25-34,Some College,Married,UT,49
Utah,341,Male,25-34,Some College,Divorced/Separated,UT,49
Utah,0,Male,25-34,Some College,Widowed,UT,49
Utah,1888,Male,25-34,Bachelor's Degree,Never Married,UT,49
Utah,1746,Male,25-34,Bachelor's Degree,Married,UT,49
Utah,252,Male,25-34,Bachelor's Degree,Divorced/Separated,UT,49
Utah,0,Male,25-34,Bachelor's Degree,Widowed,UT,49
Utah,1555,Male,25-34,Graduate Degree,Never Married,UT,49
Utah,471,Male,25-34,Graduate Degree,Married,UT,49
Utah,0,Male,25-34,Graduate Degree,Divorced/Separated,UT,49
Utah,0,Male,25-34,Graduate Degree,Widowed,UT,49
Utah,21,Male,35-44,Less than High School,Never Married,UT,49
Utah,0,Male,35-44,Less than High School,Married,UT,49
Utah,0,Male,35-44,Less than High School,Divorced/Separated,UT,49
Utah,0,Male,35-44,Less than High School,Widowed,UT,49
Utah,1438,Male,35-44,High School Grad,Never Married,UT,49
Utah,140,Male,35-44,High School Grad,Married,UT,49
Utah,204,Male,35-44,High School Grad,Divorced/Separated,UT,49
Utah,0,Male,35-44,High School Grad,Widowed,UT,49
Utah,250,Male,35-44,Some College,Never Married,UT,49
Utah,377,Male,35-44,Some College,Married,UT,49
Utah,44,Male,35-44,Some College,Divorced/Separated,UT,49
Utah,0,Male,35-44,Some College,Widowed,UT,49
Utah,357,Male,35-44,Bachelor's Degree,Never Married,UT,49
Utah,1177,Male,35-44,Bachelor's Degree,Married,UT,49
Utah,0,Male,35-44,Bachelor's Degree,Divorced/Separated,UT,49
Utah,0,Male,35-44,Bachelor's Degree,Widowed,UT,49
Utah,450,Male,35-44,Graduate Degree,Never Married,UT,49
Utah,705,Male,35-44,Graduate Degree,Married,UT,49
Utah,0,Male,35-44,Graduate Degree,Divorced/Separated,UT,49
Utah,0,Male,35-44,Graduate Degree,Widowed,UT,49
Utah,0,Male,45-54,Less than High School,Never Married,UT,49
Utah,0,Male,45-54,Less than High School,Married,UT,49
Utah,1,Male,45-54,Less than High School,Divorced/Separated,UT,49
Utah,0,Male,45-54,Less than High School,Widowed,UT,49
